oras,siruta,cod,cod_functional,sectiune,coloana,valoare_veche,valoare_noua,raport,raport_relativ,semnatura,vechi_verificat,nou_verificat,pagina_noua,prioritate
Iași,95060,70,70.02,Varsaminte din sectiunea de functionare,credite_restante,17.85,3255.66,182.4,183.6,outlier,True,True,37,785.1
Iași,95060,71,70.02,Varsaminte din sectiunea de functionare,credite_restante,17.85,3255.66,182.4,183.6,outlier,True,True,37,785.1
Iași,95060,54.10,,Varsaminte din sectiunea de functionare,est2026,14811.40,326.98,0.02208,0.02222,outlier,False,True,78,541.5
Iași,95060,54.10,,Varsaminte din sectiunea de functionare,est2027,15196.51,340.39,0.0224,0.02255,outlier,False,True,78,536.8
Iași,95060,67.10.05,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,412.06,5000.42,12.14,12.21,outlier,True,False,77,459.7
Iași,95060,67.10,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,412.06,5000.42,12.14,12.21,outlier,True,False,77,459.7
Iași,95060,79.02,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,99.76,8509.98,85.3,85.86,outlier,True,True,51,455.3
Iași,95060,66.10,,Varsaminte din sectiunea de functionare,est2026,440727.09,29203.85,0.06626,0.06669,outlier,False,False,79,401.3
Iași,95060,66.10,,Varsaminte din sectiunea de functionare,est2027,452185.77,30400.05,0.06723,0.06767,outlier,False,False,79,398.0
Iași,95060,70,99.02,Varsaminte din sectiunea de functionare,est2027,478720.23,18500.00,0.03864,0.0389,outlier,True,True,55,351.0
Iași,95060,71,99.02,Varsaminte din sectiunea de functionare,est2027,478720.23,18500.00,0.03864,0.0389,outlier,True,True,55,351.0
Iași,95060,81.02,,Varsaminte din sectiunea de functionare,credite_restante,99.76,3261.67,32.7,32.91,outlier,False,False,38,281.6
Iași,95060,64.10,,Varsaminte din sectiunea de functionare,est2026,527977.38,53423.73,0.1012,0.1018,decimal_shift,True,True,79,274.5
Iași,95060,67.02.03.12,,Varsaminte din sectiunea de functionare,est2026,2008.00,28.00,0.01394,0.01404,outlier,True,True,35,274.1
Iași,95060,54.10.10,,Varsaminte din sectiunea de functionare,est2026,14811.40,326.98,0.02208,0.02222,outlier,True,True,79,270.7
Iași,95060,54.10.10,,Varsaminte din sectiunea de functionare,est2027,15196.51,340.39,0.0224,0.02255,outlier,True,True,79,268.4
Iași,95060,74.02.05.02,,Varsaminte din sectiunea de functionare,est2026,5687.59,124.21,0.02184,0.02198,outlier,True,True,38,220.3
Iași,95060,66.10.06.01,,Varsaminte din sectiunea de functionare,est2026,440727.09,29203.85,0.06626,0.06669,outlier,True,True,79,200.7
Iași,95060,66.10.06.01,,Varsaminte din sectiunea de functionare,est2027,452185.77,30400.05,0.06723,0.06767,outlier,True,True,79,199.0
Iași,95060,61.02.05,,Varsaminte din sectiunea de functionare,est2026,9823.26,272.48,0.02774,0.02792,outlier,True,True,32,196.2
Iași,95060,81.02,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,99.76,2330.23,23.36,23.51,outlier,False,False,51,186.9
Iași,95060,81.02.06,,Varsaminte din sectiunea de functionare,credite_restante,99.76,3261.67,32.7,32.91,outlier,True,True,39,140.8
Iași,95060,71,84.02,Varsaminte din sectiunea de functionare,est2027,226667.39,18500.00,0.08162,0.08215,outlier,True,True,39,138.9
Iași,95060,70,84.02,Varsaminte din sectiunea de functionare,est2027,226667.39,18500.00,0.08162,0.08215,outlier,True,True,39,138.9
Iași,95060,64.10,,Varsaminte din sectiunea de functionare,est2027,541458.07,55629.89,0.1027,0.1034,outlier,True,True,79,136.0
Iași,95060,67.02,,Varsaminte din sectiunea de functionare,credite_restante,1213.81,12663.82,10.43,10.5,outlier,False,False,35,121.9
Iași,95060,00.01,,DEZVOLTARE,est2027,501952.07,57743.60,0.115,0.1158,outlier,True,True,52,119.3
Iași,95060,20.01,99.10,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,399.30,5000.42,12.52,12.6,outlier,False,True,72,118.6
Iași,95060,20.01,67.10,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,399.30,5000.42,12.52,12.6,outlier,False,True,77,118.6
Iași,95060,20,67.10,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,412.06,5000.42,12.14,12.21,outlier,False,False,77,114.9
Iași,95060,20,81.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,99.76,2330.23,23.36,23.51,outlier,True,True,51,93.4
Iași,95060,81.02.06,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,99.76,2330.23,23.36,23.51,outlier,True,True,51,93.4
Iași,95060,20,81.02,Varsaminte din sectiunea de functionare,credite_restante,99.76,2330.23,23.36,23.51,outlier,True,True,38,93.4
Iași,95060,84.02.50,,Varsaminte din sectiunea de functionare,est2027,212694.16,25557.00,0.1202,0.1209,outlier,True,True,39,92.9
Iași,95060,70.02.03.01,,Varsaminte din sectiunea de functionare,credite_restante,59.50,1511.42,25.4,25.57,outlier,True,True,37,92.5
Iași,95060,67.02.50,,Varsaminte din sectiunea de functionare,est2027,35297.78,3009.58,0.08526,0.08582,outlier,True,True,36,85.7
Iași,95060,01,,Varsaminte din sectiunea de functionare,credite_restante,11525.65,784.04,0.06803,0.06847,outlier,True,True,31,83.0
Iași,95060,50,99.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,6052.49,50829.60,8.398,8.453,outlier,True,True,45,67.7
Iași,95060,50,54.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,6052.49,50829.60,8.398,8.453,outlier,True,True,46,67.7
Iași,95060,54.02.05,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,6052.49,50829.60,8.398,8.453,outlier,True,True,46,67.7
Iași,95060,54.02.05,,Varsaminte din sectiunea de functionare,est2026,6052.49,50829.60,8.398,8.453,outlier,True,True,31,67.7
Iași,95060,50,54.02,Varsaminte din sectiunea de functionare,est2026,6052.49,50829.60,8.398,8.453,outlier,True,True,31,67.7
Iași,95060,50,99.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2027,6209.85,50466.89,8.127,8.18,outlier,True,True,45,65.4
Iași,95060,50,54.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2027,6209.85,50466.89,8.127,8.18,outlier,True,True,46,65.4
Iași,95060,50,54.02,Varsaminte din sectiunea de functionare,est2027,6209.85,50466.89,8.127,8.18,outlier,True,True,31,65.4
Iași,95060,54.02.05,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2027,6209.85,50466.89,8.127,8.18,outlier,True,True,46,65.4
Iași,95060,54.02.05,,Varsaminte din sectiunea de functionare,est2027,6209.85,50466.89,8.127,8.18,outlier,True,True,31,65.4
Iași,95060,56,99.02,Varsaminte din sectiunea de functionare,est2026,4067.19,285.92,0.0703,0.07076,outlier,True,True,55,63.5
Iași,95060,45.02,,Varsaminte din sectiunea de functionare,est2026,3268.63,228.74,0.06998,0.07044,outlier,True,True,29,60.8
Iași,95060,57,65.02,Varsaminte din sectiunea de functionare,est2026,34454.00,4211.00,0.1222,0.123,outlier,True,True,33,59.4
Iași,95060,57,65.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,34454.00,4211.00,0.1222,0.123,outlier,True,True,47,59.4
Iași,95060,57,65.02,Varsaminte din sectiunea de functionare,est2027,35392.00,4354.00,0.123,0.1238,outlier,True,True,33,59.4
Iași,95060,57,65.02,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2027,35392.00,4354.00,0.123,0.1238,outlier,True,True,47,59.4
Iași,95060,20.01.09,67.10,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,399.30,5000.42,12.52,12.6,outlier,True,True,77,59.3
Iași,95060,20.01.09,99.10,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,399.30,5000.42,12.52,12.6,outlier,True,True,72,59.3
Iași,95060,01,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,412.06,5000.42,12.14,12.21,outlier,True,True,71,57.5
Iași,95060,64.10,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,412.06,5000.42,12.14,12.21,outlier,True,True,74,57.5
Iași,95060,64.02,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,credite_restante,1213.81,9712.20,8.001,8.054,outlier,True,True,47,44.0
Iași,95060,56,99.02,Varsaminte din sectiunea de functionare,est2027,2234.92,216.31,0.09679,0.09742,outlier,True,True,55,40.4
Iași,95060,45.02,,Varsaminte din sectiunea de functionare,est2027,1811.21,173.05,0.09554,0.09617,outlier,True,True,29,39.1
Iași,95060,61,70.02,Varsaminte din sectiunea de functionare,credite_restante,374.28,27.25,0.07281,0.07328,outlier,True,True,37,36.8
Iași,95060,66.02.06.01,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,59.00,611.00,10.36,10.42,outlier,True,True,48,31.1
Iași,95060,66.02.06,,Varsaminte din sectiunea de functionare pentru finantarea sectiunii de dezvoltare a bugetelui local,est2026,59.00,611.00,10.36,10.42,outlier,True,True,48,31.1
Iași,95060,42.02.93,,Varsaminte din sectiunea de functionare,est2026,518.10,57.18,0.1104,0.1111,outlier,True,True,28,26.0
Iași,95060,42.02.93.03,,Varsaminte din sectiunea de functionare,est2026,518.10,57.18,0.1104,0.1111,outlier,True,True,29,26.0
Deva,86687,01,,810205 Rambursari de credite aferente datoriei,trim1,18873.00,28420512531239,1.506e+09,1.696e+09,outlier,True,False,226,15671173772856.2
Deva,86687,74.02,,810205 Rambursari de credite aferente datoriei,trim1,18873.00,28549911,1513,1704,outlier,True,False,226,504987.5
Deva,86687,20.30,20.01.30,200130 Alte bunuri si servicii pentru,trim1,12.00,8053.90,671.2,755.9,outlier,False,True,236,7917.0
Deva,86687,55.01,20.01.30,200130 Alte bunuri si servicii pentru,trim1,2378.00,2.70,0.001135,0.001279,outlier,False,True,272,6242.7
Deva,86687,55,20.01.30,200130 Alte bunuri si servicii pentru,trim1,2378.00,2.70,0.001135,0.001279,outlier,False,True,272,6242.7
Deva,86687,20,20.01.30,200130 Alte bunuri si servicii pentru,trim1,4641.30,7.00,0.001508,0.001699,outlier,False,False,241,5447.7
Deva,86687,71.01.30,71.01.02,"710102 Masini, echipamente si mijloace de",trim1,20598.03,24.00,0.001165,0.001312,outlier,True,True,275,4945.4
Deva,86687,00.01.10,,,trim1,4793.85,35.40,0.007384,0.008317,outlier,True,False,169,4482.8
Deva,86687,30.02.05.01,,,est2026,9336.00,27.00,0.002892,0.003257,outlier,False,True,50,3324.7
Deva,86687,00.12,,,est2027,734.00,32856.00,44.76,50.42,outlier,True,False,28,2916.8
Deva,86687,30.02.05.01,,,trim1,1400.00,4.30,0.003071,0.003459,outlier,False,True,50,2057.3
Deva,86687,00.01.10,,200130 Alte bunuri si servicii pentru,trim1,4793.85,22.00,0.004589,0.005169,outlier,False,False,275,1803.3
Deva,86687,20.30,20.01.08,"200108 Posta, telecomunicatii, radio, tv,",trim1,6.00,2180.00,363.3,409.2,outlier,True,True,239,1602.7
Deva,86687,30.02.05.30,,,trim1,3.19,1200.00,376.2,423.7,outlier,True,True,50,1458.7
Deva,86687,20.02,20.01.30,200130 Alte bunuri si servicii pentru,total_2026,150.00,15000.00,100,112.6,outlier,False,False,252,1359.1
Deva,86687,11.02.06,,,trim1,555.00,75738.00,136.5,153.7,outlier,True,True,29,1351.7
Deva,86687,20,10.03.05,100305 Prime de asigurare viata platite,est2026,77258.00,1054.00,0.01364,0.01537,outlier,False,False,217,1150.1
Deva,86687,20.05,20.01.30,200130 Alte bunuri si servicii pentru,trim1,5.00,803.13,160.6,180.9,outlier,False,True,235,1144.0
Deva,86687,20.30.04,20.01.30,200130 Alte bunuri si servicii pentru,trim1,20.00,2503.00,125.2,141,outlier,False,True,236,1138.0
Deva,86687,20.05.30,20.01.30,200130 Alte bunuri si servicii pentru,trim1,5.00,782.03,156.4,176.2,outlier,False,True,235,1107.7
Deva,86687,00.14,,,trim1,1466.57,35.40,0.02414,0.02719,outlier,True,False,169,1057.6
Deva,86687,36.02,,,est2026,28575.00,232.00,0.008119,0.009144,outlier,True,True,67,765.6
Deva,86687,20.30.30,20.01.08,"200108 Posta, telecomunicatii, radio, tv,",trim1,6.00,1130.00,188.3,212.1,outlier,True,True,239,721.0
Deva,86687,20.02,20.01.30,200130 Alte bunuri si servicii pentru,trim1,325.06,16799.96,51.68,58.21,outlier,False,True,234,720.9
Deva,86687,65.10,,,est2026,8637.00,575.00,0.06657,0.07498,outlier,True,False,188,567.6
Deva,86687,65.10,,,est2027,8859.00,598.00,0.0675,0.07603,outlier,True,False,188,563.0
Deva,86687,20.01,20.01.08,"200108 Posta, telecomunicatii, radio, tv,",trim1,3490.00,50.00,0.01433,0.01614,outlier,False,False,240,538.3
Deva,86687,20.01.03,20.01.08,"200108 Posta, telecomunicatii, radio, tv,",trim1,2800.00,20.00,0.007143,0.008045,outlier,True,True,240,514.2
Deva,86687,63.10,,,est2026,17742.00,200,0.01127,0.0127,outlier,True,True,167,493.9
Deva,86687,00.02.10,,200130 Alte bunuri si servicii pentru,trim1,1544.37,22.00,0.01425,0.01604,outlier,False,False,275,453.0
Deva,86687,10,29.02,200130 Alte bunuri si servicii pentru,trim1,1544.37,22.00,0.01425,0.01604,outlier,False,False,275,453.0
Deva,86687,20,20.01.08,"200108 Posta, telecomunicatii, radio, tv,",trim1,4511.00,86.00,0.01906,0.02147,outlier,False,False,240,428.2
Deva,86687,60.10,,,est2026,17742.00,486.00,0.02739,0.03085,outlier,False,True,183,406.5
Deva,86687,20.01.01,02,Varsaminte din sectiunea de functionare,total_2026,100.00,4000.00,40,45.05,outlier,False,False,90,403.3
Deva,86687,10.02,10.01.12,100112 Indemnizatii platite unor persoane din,trim1,3.20,400.00,125,140.8,outlier,True,True,234,385.2
Deva,86687,10.01,60.10,,trim1,5197.78,58.37,0.01123,0.01265,outlier,True,True,183,375.2
Deva,86687,60.10,,,est2027,18203.00,598.00,0.03285,0.037,outlier,False,False,187,340.9
Deva,86687,59,20.01.30,200130 Alte bunuri si servicii pentru,trim1,500.00,12376.50,24.75,27.88,outlier,False,False,247,321.9
Deva,86687,30.10,,,trim1,77.80,1.00,0.01285,0.01448,outlier,False,True,172,274.2
Deva,86687,33.10,,,trim1,1434.58,35.40,0.02468,0.02779,outlier,False,False,169,257.4
Deva,86687,20.30.04,20.01.30,200130 Alte bunuri si servicii pentru,total_2026,20.00,725.00,36.25,40.83,outlier,False,False,252,252.7
Deva,86687,59.12,20.01.30,200130 Alte bunuri si servicii pentru,trim1,555.00,10282.00,18.53,20.87,outlier,False,True,247,231.0
Deva,86687,20.01.06,20.01.05,"200105 Carburanti,lubrifianti si combustibili",total_2026,2.80,130.80,46.71,52.61,outlier,False,True,212,230.5
Deva,86687,10.01,60.10,,est2027,18203.00,487.00,0.02675,0.03013,outlier,True,True,183,209.3
Deva,86687,10.01,60.10,,est2026,17742.00,486.00,0.02739,0.03085,outlier,True,True,183,203.2
Deva,86687,00.14,,,est2026,30210.00,935.99,0.03098,0.0349,outlier,True,True,51,203.2
Deva,86687,20.30.01,20.01.30,200130 Alte bunuri si servicii pentru,trim1,19.00,521.00,27.42,30.88,outlier,False,True,236,178.4
Deva,86687,42.02,,420002 Subventii de la alte nivele ale,trim1,21669.00,728.00,0.0336,0.03784,outlier,True,True,232,173.5
Deva,86687,20.04.04,20.01.30,200130 Alte bunuri si servicii pentru,trim1,5.00,257.40,51.48,57.98,outlier,True,True,235,145.1
Deva,86687,30.10.05.30,,,trim1,77.80,1.00,0.01285,0.01448,outlier,True,True,172,137.1
Deva,86687,00.13,,,trim1,77.80,1.00,0.01285,0.01448,outlier,True,True,172,137.1
Deva,86687,20.30.30,20.01.30,200130 Alte bunuri si servicii pentru,trim1,200.00,4895.90,24.48,27.57,outlier,True,True,236,129.1
Deva,86687,00.14,,,est2027,30991.00,1652.00,0.05331,0.06004,outlier,True,True,51,118.8
Deva,86687,20.30,20.01.30,200130 Alte bunuri si servicii pentru,total_2026,413.67,36.00,0.08703,0.09802,decimal_shift,False,True,218,112.4
Deva,86687,10.01,10,,trim1,1010.78,56.00,0.0554,0.0624,outlier,False,False,172,106.4
Deva,86687,03.02,,,trim1,2001.84,132.80,0.06634,0.07472,outlier,False,True,49,102.9
Deva,86687,63.10,,,est2027,18203.00,1017.00,0.05587,0.06293,outlier,True,True,167,100.2
Deva,86687,01,,"200108 Posta, telecomunicatii, radio, tv,",trim1,5951.00,525.31,0.08827,0.09942,decimal_shift,True,True,240,98.4
Deva,86687,20.06,20.01.30,200130 Alte bunuri si servicii pentru,trim1,3.00,66.80,22.27,25.08,outlier,False,True,235,96.8
Deva,86687,20,60.10,,est2026,10947.00,575.00,0.05253,0.05916,outlier,True,True,187,94.9
Deva,86687,20,60.10,,est2027,11229.00,598.00,0.05325,0.05998,outlier,True,True,187,94.1
Deva,86687,20.04,20.01.30,200130 Alte bunuri si servicii pentru,trim1,18.00,272.40,15.13,17.04,outlier,False,True,235,86.3
Deva,86687,20.01,10,,trim1,1733.64,138.00,0.0796,0.08966,outlier,False,False,180,83.1
Deva,86687,42.02.88.01,,Varsaminte din sectiunea de functionare,est2026,50.0,1090.00,21.8,24.55,outlier,True,True,31,82.8
Deva,86687,20.11,20.01.30,200130 Alte bunuri si servicii pentru,trim1,1.00,21.50,21.5,24.22,outlier,False,True,235,76.4
Deva,86687,20.13,20.01.30,200130 Alte bunuri si servicii pentru,trim1,5.00,77.76,15.55,17.52,outlier,False,True,235,69.5
Deva,86687,20.01.03,10,,trim1,166.38,10.00,0.0601,0.06769,outlier,False,False,180,67.8
Deva,86687,10.03.07,10.03.05,100305 Prime de asigurare viata platite,trim1,52.00,511.90,9.844,11.09,outlier,False,True,234,63.8
Deva,86687,20.06.01,20.01.30,200130 Alte bunuri si servicii pentru,trim1,3.00,46.80,15.6,17.57,outlier,False,True,235,63.5
Deva,86687,10,65.10,,est2027,934.00,102.00,0.1092,0.123,outlier,False,False,196,53.1
Deva,86687,15.02,,,est2026,740,78.00,0.1054,0.1187,outlier,False,False,29,52.4
Deva,86687,03.02.18,,,trim1,2001.84,132.80,0.06634,0.07472,outlier,True,True,49,51.5
Deva,86687,10.03.07,10,,trim1,24.53,1.38,0.05626,0.06336,outlier,False,False,172,50.9
Deva,86687,20.01.09,20.01.05,"200105 Carburanti,lubrifianti si combustibili",trim1,1180.40,76.33,0.06466,0.07283,outlier,True,True,243,47.1
Deva,86687,01,65.10,,est2026,8637.00,949.00,0.1099,0.1238,outlier,True,True,173,43.0
Deva,86687,20.03,20.01.30,200130 Alte bunuri si servicii pentru,trim1,20.00,155.34,7.767,8.748,outlier,False,True,234,39.6
Deva,86687,20.01.04,42.00.02,420002 Subventii de la alte nivele ale,trim1,26.35,251.50,9.545,10.75,outlier,True,True,269,26.8
Alexandria,151790,20.01.03,65.02,,trim2,5.00,998.80,199.8,199.8,outlier,True,True,8,661.4
Alexandria,151790,20.01,65.02,,trim2,38.00,2126.69,55.97,55.97,outlier,False,True,8,436.0
Alexandria,151790,20.01,65.02,,trim4,8.00,555.56,69.44,69.44,outlier,False,True,8,406.6
Alexandria,151790,20.01.04,65.02,,trim2,2.00,251.70,125.8,125.8,outlier,True,True,8,313.6
Alexandria,151790,20,65.02,,trim2,38.00,2841.49,74.78,74.78,outlier,True,True,8,310.4
Alexandria,151790,20,65.02,,trim4,8.00,752.46,94.06,94.06,outlier,True,True,8,293.3
Alexandria,151790,20.01.04,65.02,,trim3,1.00,132.50,132.5,132.5,outlier,True,True,8,291.0
Alexandria,151790,20.01,65.02,,trim3,29.00,902.15,31.11,31.11,outlier,False,True,8,201.6
Alexandria,151790,20,65.02,,trim3,29.00,1458.05,50.28,50.28,outlier,True,True,8,180.5
Alexandria,151790,20.01.08,65.02,,trim3,1.00,74.00,74,74,outlier,True,True,8,145.5
Alexandria,151790,11.02.06,,,trim1,350.00,8309.00,23.74,23.74,outlier,True,True,1,125.2
Alexandria,151790,20.01,66.02,,trim3,1.00,11.00,11,11,outlier,True,False,9,124.1
Alexandria,151790,20.01.03,65.02,,trim4,5.00,232.25,46.45,46.45,outlier,True,True,8,113.9
Alexandria,151790,33.02.50,,,trim4,570.00,15.00,0.02632,0.02632,outlier,True,True,2,111.8
Alexandria,151790,20.01.01,65.02,,trim3,1.00,58.70,58.7,58.7,outlier,True,True,8,110.6
Alexandria,151790,37.02.03,,,trim2,-230.00,-5219.12,22.69,22.69,outlier,True,True,2,107.8
Alexandria,151790,37.02.04,,,trim2,230.00,5219.12,22.69,22.69,outlier,True,True,2,107.8
Alexandria,151790,20.01.03,65.02,,trim3,5.00,215.99,43.2,43.2,outlier,True,True,8,104.4
Alexandria,151790,68.02.06,,,trim4,196.50,4.50,0.0229,0.0229,outlier,True,True,12,103.6
Alexandria,151790,61.03,65.02,,trim3,73.35,1862.91,25.4,25.4,outlier,True,True,9,96.1
Alexandria,151790,20.01.01,65.02,,trim2,2.00,87.70,43.85,43.85,outlier,True,True,8,89.0
Alexandria,151790,61,65.02,,trim3,810.88,11799.14,14.55,14.55,outlier,True,True,9,83.1
Alexandria,151790,65.02.50,,,est2027,5113.62,299.20,0.05851,0.05851,outlier,True,True,9,80.8
Alexandria,151790,20.01.08,65.02,,trim2,2.00,80.75,40.38,40.38,outlier,True,True,8,80.7
Alexandria,151790,20.01.30,65.02,,trim4,3.00,112.61,37.54,37.54,outlier,True,True,8,79.9
Alexandria,151790,61.01,65.02,,trim3,737.53,9936.23,13.47,13.47,outlier,True,True,9,74.0
Alexandria,151790,71.01.30,51.02,,trim2,45.00,450.00,10,10,decimal_shift,True,True,5,56.1
Alexandria,151790,71.01,51.02,,trim2,45.00,450.00,10,10,decimal_shift,True,True,5,56.1
Alexandria,151790,71,51.02,,trim2,45.00,450.00,10,10,decimal_shift,True,True,5,56.1
Alexandria,151790,70,51.02,,trim2,45.00,450.00,10,10,decimal_shift,True,True,5,56.1
Alexandria,151790,33.02.50,,,est2027,2533.00,190.00,0.07501,0.07501,outlier,True,True,2,54.0
Alexandria,151790,30.02.08,,,trim3,25.00,475.00,19,19,outlier,True,True,2,53.9
Alexandria,151790,30.02.08.03,,,trim3,25.00,475.00,19,19,outlier,True,True,2,53.9
Alexandria,151790,20.01.30,65.02,,trim2,25.00,457.50,18.3,18.3,outlier,True,True,8,51.5
Alexandria,151790,67.02.03.30,,,trim4,200.00,20.00,0.1,0.1,decimal_shift,True,True,11,47.6
Alexandria,151790,67.02.03,,,trim4,200.00,20.00,0.1,0.1,decimal_shift,True,True,11,47.6
Alexandria,151790,20.14,70.02,,trim2,180.00,18.00,0.1,0.1,decimal_shift,True,True,13,46.6
Alexandria,151790,20.02,65.02,,trim1,18.00,314.00,17.44,17.44,outlier,True,True,8,45.4
Alexandria,151790,20.30.01,51.02,,trim3,10.00,100.00,10,10,decimal_shift,True,True,5,41.6
Alexandria,151790,71.01.30,51.02,,trim1,45.00,600.00,13.33,13.33,outlier,True,True,5,39.7
Alexandria,151790,71.01,51.02,,trim1,45.00,600.00,13.33,13.33,outlier,True,True,5,39.7
Alexandria,151790,71,51.02,,trim1,45.00,600.00,13.33,13.33,outlier,True,True,5,39.7
Alexandria,151790,70,51.02,,trim1,45.00,600.00,13.33,13.33,outlier,True,True,5,39.7
Alexandria,151790,20.01.09,84.02,,trim3,50.00,5.00,0.1,0.1,decimal_shift,True,True,14,36.6
Alexandria,151790,33.02.50,,,trim1,700.00,60.00,0.08571,0.08571,outlier,True,True,2,35.8
Alexandria,151790,33.02.50,,,trim3,600.00,50.00,0.08333,0.08333,outlier,True,True,2,35.7
Alexandria,151790,33.02,,,trim4,597.00,52.00,0.0871,0.0871,outlier,True,True,2,34.1
Alexandria,151790,20.01.01,51.02,,trim4,30.00,3.00,0.1,0.1,decimal_shift,True,True,4,33.4
Alexandria,151790,33.02.50,,,trim2,650.00,60.00,0.09231,0.09231,outlier,True,True,2,32.8
Alexandria,151790,20.05.30,66.02,,trim1,1.00,10.00,10,10,decimal_shift,True,True,10,27.8
Alexandria,151790,20.01.30,65.02,,trim3,20.00,206.16,10.31,10.31,outlier,True,True,8,24.7
Alexandria,151790,20.05,61.02,,trim2,2.50,35.00,14,14,outlier,True,True,7,24.0
Alexandria,151790,20.04,65.02,,trim1,1.00,11.50,11.5,11.5,outlier,True,True,8,16.3
Alexandria,151790,20.06.01,65.02,,trim1,14.70,1.50,0.102,0.102,outlier,True,True,8,14.5
Alexandria,151790,20.06,65.02,,trim1,14.70,1.50,0.102,0.102,outlier,True,True,8,14.5
Alexandria,151790,20.01.03,61.02,,trim1,1.00,8.00,8,8,outlier,True,True,7,10.7
Suceava,146263,67.02,,Varsaminte din sectiunea de functionare,credite_restante,16374,5080830,310.3,181.2,outlier,False,False,33,8784.5
Suceava,146263,70,99.02,Varsaminte din sectiunea de functionare,credite_restante,48475,21109182,435.5,254.3,outlier,True,True,97,8745.8
Suceava,146263,70,,Varsaminte din sectiunea de functionare,credite_restante,48475,21109182,435.5,254.3,outlier,True,True,16,8745.8
Suceava,146263,71,,Varsaminte din sectiunea de functionare,credite_restante,48475,21109182,435.5,254.3,outlier,True,True,16,8745.8
Suceava,146263,71,99.02,Varsaminte din sectiunea de functionare,credite_restante,48475,21109182,435.5,254.3,outlier,True,True,97,8745.8
Suceava,146263,71.01,,Varsaminte din sectiunea de functionare,credite_restante,48475,21036149,434,253.4,outlier,True,True,16,8708.1
Suceava,146263,71.01,99.02,Varsaminte din sectiunea de functionare,credite_restante,48475,21036149,434,253.4,outlier,True,True,97,8708.1
Suceava,146263,71.01.01,99.02,Varsaminte din sectiunea de functionare,credite_restante,48475,14558685,300.3,175.4,outlier,True,True,97,5504.6
Suceava,146263,71.01.01,,Varsaminte din sectiunea de functionare,credite_restante,48475,14558685,300.3,175.4,outlier,True,True,16,5504.6
Suceava,146263,67.02.05,,Varsaminte din sectiunea de functionare,credite_restante,16374,4480701,273.6,159.8,outlier,True,True,38,3756.1
Suceava,146263,67.02.05.03,,Varsaminte din sectiunea de functionare,credite_restante,16374,4480701,273.6,159.8,outlier,True,True,38,3756.1
Suceava,146263,71,70.02,Varsaminte din sectiunea de functionare,credite_restante,48475,9047355,186.6,109,outlier,True,True,44,3043.3
Suceava,146263,70,70.02,Varsaminte din sectiunea de functionare,credite_restante,48475,9047355,186.6,109,outlier,True,True,44,3043.3
Suceava,146263,71.01,70.02,Varsaminte din sectiunea de functionare,credite_restante,48475,9047355,186.6,109,outlier,True,True,45,3043.3
Suceava,146263,70.02.06,,Varsaminte din sectiunea de functionare,credite_restante,4077,1103637,270.7,158.1,outlier,True,True,45,2640.9
Suceava,146263,84.02,,Varsaminte din sectiunea de functionare,credite_restante,169459,11716680,69.14,40.38,outlier,False,False,51,2402.7
Suceava,146263,71.01.01,70.02,Varsaminte din sectiunea de functionare,credite_restante,48475,7470436,154.1,90,outlier,True,True,45,2397.5
